"TID" "DATA_SET" "STATION" "GEAR_MODEL" "DATE_" "Year" "Month" "Day" "D.N" "HEURE" "Region" "LONGITUDE" "LATITUDE" "ZMin" "ZMax" "Zstation" "Z_habitat" "TAXON" "STADE" "Ind.m3" "ind.m2" "ID" "total_abund" "cum_abund" "pcum" "percZ_stn" "lInd.m3"
"322" "01-11-23_49.6733333_-50.01_Cfin_CI_III" "Pepin" "90" "HydroBIOS" "01-11-23" 2001 "11" 23 "D" 16 "NL" -50.01 49.6733333 0 100 595 "Slope_325-750m" "Cfin" "CI_III" 2.88 288 "01-11-23_49.6733333_-50.01" 288 288 1 0.168067226890756 1.35583515363518
"323" "01-11-23_49.845_-49.4983333_Cfin_CI_III" "Pepin" "91" "HydroBIOS" "01-11-23" 2001 "11" 23 "N" 21 "NL" -49.4983333 49.845 0 200 1325 "Oceanic_>750m" "Cfin" "CI_III" 1.2 240 "01-11-23_49.845_-49.4983333" 240 240 1 0.150943396226415 0.78845736036427
"324" "01-11-24_50.175_-48.4716667_Cfin_CI_III" "Pepin" "93" "HydroBIOS" "01-11-24" 2001 "11" 24 "D" 5 "NL" -48.4716667 50.175 0 1000 2300 "Oceanic_>750m" "Cfin" "CI_III" 2.56 2560 "01-11-24_50.175_-48.4716667" 2656 2560 0.963855421686747 0.434782608695652 1.26976054486394
"325" "06-06-11_48.54_-49.95_Cfin_CI_III" "Pepin" "5" "HydroBIOS" "06-06-11" 2006 "6" 11 "D" 11 "NL" -49.95 48.54 0 50 224 "Basins_100-325m" "Cfin" "CI_III" 0.64 32 "06-06-11_48.54_-49.95" 2624 32 0.0121951219512195 0.223214285714286 0.494696241836107
"326" "06-06-11_48.9583333_-48.8533333_Cfin_CI_III" "Pepin" "7" "HydroBIOS" "06-06-11" 2006 "6" 11 "N" 20 "NL" -48.8533333 48.9583333 0 50 1966 "Oceanic_>750m" "Cfin" "CI_III" 181.76 9088 "06-06-11_48.9583333_-48.8533333" 14640 9088 0.620765027322404 0.0254323499491353 5.20817381669507
"327" "06-06-12_49.645_-47.0366667_Cfin_CI_III" "Pepin" "9" "HydroBIOS" "06-06-12" 2006 "6" 12 "D" 10 "NL" -47.0366667 49.645 0 50 2354 "Oceanic_>750m" "Cfin" "CI_III" 839.68 41984 "06-06-12_49.645_-47.0366667" 42192 41984 0.995070155479712 0.0212404418011895 6.73421108815921
"328" "06-06-13_52.4833333_-47.195_Cfin_CI_III" "Pepin" "14" "HydroBIOS" "06-06-13" 2006 "6" 13 "N" 19 "NL" -47.195 52.4833333 0 50 3873 "Oceanic_>750m" "Cfin" "CI_III" 348.16 17408 "06-06-13_52.4833333_-47.195" 18728 17408 0.929517300299017 0.0129098889749548 5.85553026986715
"329" "06-06-14_51.7583333_-49.105_Cfin_CI_III" "Pepin" "16" "HydroBIOS" "06-06-14" 2006 "6" 14 "D" 9 "NL" -49.105 51.7583333 0 50 3019 "Oceanic_>750m" "Cfin" "CI_III" 337.92 16896 "06-06-14_51.7583333_-49.105" 17368 16896 0.972823583602027 0.0165617754223253 5.82576409133026
"330" "06-06-15_50.575_-52.1383333_Cfin_CI_III" "Pepin" "20" "HydroBIOS" "06-06-15" 2006 "6" 15 "D" 4 "NL" -52.1383333 50.575 0 50 209 "Basins_100-325m" "Cfin" "CI_III" 409.6 20480 "06-06-15_50.575_-52.1383333" 27392 20480 0.747663551401869 0.239234449760766 6.01761950458483
"331" "06-06-16_52.6516667_-53.5583333_Cfin_CI_III" "Pepin" "25" "HydroBIOS" "06-06-16" 2006 "6" 16 "D" 8 "NL" -53.5583333 52.6516667 50 100 389 "Slope_325-750m" "Cfin" "CI_III" 10.24 512 "06-06-16_52.6516667_-53.5583333" 656 512 0.780487804878049 0.25706940874036 2.41947884446554
"332" "06-06-16_53.24_-51.9033333_Cfin_CI_III" "Pepin" "27" "HydroBIOS" "06-06-16" 2006 "6" 16 "D" 17 "NL" -51.9033333 53.24 0 50 1350 "Oceanic_>750m" "Cfin" "CI_III" 66.56 3328 "06-06-16_53.24_-51.9033333" 3328 3328 1 0.037037037037037 4.2130160919396
"333" "06-06-17_53.9516667_-49.8633333_Cfin_CI_III" "Pepin" "29" "HydroBIOS" "06-06-17" 2006 "6" 17 "D" 5 "NL" -49.8633333 53.9516667 0 50 3536 "Oceanic_>750m" "Cfin" "CI_III" 378.88 18944 "06-06-17_53.9516667_-49.8633333" 19712 18944 0.961038961038961 0.0141402714932127 5.93985541337475
"334" "06-08-25_48.54_-49.95_Cfin_CI_III" "Pepin" "7" "HydroBIOS" "06-08-25" 2006 "8" 25 "N" 20 "NL" -49.95 48.54 0 50 220 "Basins_100-325m" "Cfin" "CI_III" 4.96 248 "06-08-25_48.54_-49.95" 808 248 0.306930693069307 0.227272727272727 1.78507048107726
"335" "06-08-26_49.6416667_-47.0366667_Cfin_CI_III" "Pepin" "11" "HydroBIOS" "06-08-26" 2006 "8" 26 "N" 19 "NL" -47.0366667 49.6416667 0 50 2650 "Oceanic_>750m" "Cfin" "CI_III" 66.56 3328 "06-08-26_49.6416667_-47.0366667" 3512 3328 0.947608200455581 0.0188679245283019 4.2130160919396
"336" "06-08-30_50.575_-52.14_Cfin_CI_III" "Pepin" "42" "HydroBIOS" "06-08-30" 2006 "8" 30 "D" 14 "NL" -52.14 50.575 0 50 207 "Basins_100-325m" "Cfin" "CI_III" 93.44 4672 "06-08-30_50.575_-52.14" 6856 4672 0.68144690781797 0.241545893719807 4.54796471221731
"337" "06-08-31_51.45_-49.8866667_Cfin_CI_III" "Pepin" "46" "HydroBIOS" "06-08-31" 2006 "8" 31 "D" 9 "NL" -49.8866667 51.45 0 50 1597 "Oceanic_>750m" "Cfin" "CI_III" 256 12800 "06-08-31_51.45_-49.8866667" 13024 12800 0.982800982800983 0.0313087038196619 5.54907608489522
"338" "06-09-02_53.95_-49.8533333_Cfin_CI_III" "Pepin" "61" "HydroBIOS" "06-09-02" 2006 "9" 2 "N" 21 "NL" -49.8533333 53.95 0 50 3807 "Oceanic_>750m" "Cfin" "CI_III" 24.32 1216 "06-09-02_53.95_-49.8533333" 1224 1216 0.993464052287582 0.0131337010769635 3.23159459727598
"339" "06-09-03_52.655_-53.5566667_Cfin_CI_III" "Pepin" "65" "HydroBIOS" "06-09-03" 2006 "9" 3 "N" 21 "NL" -53.5566667 52.655 0 50 393 "Slope_325-750m" "Cfin" "CI_III" 327.68 16384 "06-09-03_52.655_-53.5566667" 17632 16384 0.929219600725953 0.127226463104326 5.79508463306299
"340" "06-09-03_53.2333333_-51.9016667_Cfin_CI_III" "Pepin" "63" "HydroBIOS" "06-09-03" 2006 "9" 3 "D" 11 "NL" -51.9016667 53.2333333 0 50 1300 "Oceanic_>750m" "Cfin" "CI_III" 870.4 43520 "06-09-03_53.2333333_-51.9016667" 44504 43520 0.977889627898616 0.0384615384615385 6.77010111368334
"341" "06-09-05_54.9666667_-55.0766667_Cfin_CI_III" "Pepin" "71" "HydroBIOS" "06-09-05" 2006 "9" 5 "D" 4 "NL" -55.0766667 54.9666667 0 50 230 "Basins_100-325m" "Cfin" "CI_III" 312.32 15616 "06-09-05_54.9666667_-55.0766667" 18040 15616 0.865631929046563 0.217391304347826 5.74722503249904
"342" "06-09-05_55.985_-52.0333333_Cfin_CI_III" "Pepin" "74" "HydroBIOS" "06-09-05" 2006 "9" 5 "N" 23 "NL" -52.0333333 55.985 0 50 3000 "Oceanic_>750m" "Cfin" "CI_III" 61.44 3072 "06-09-05_55.985_-52.0333333" 3088 3072 0.994818652849741 0.0166666666666667 4.13420609564723
"343" "06-11-27_46.5_-52.85_Cfin_CI_III" "Pepin" "59" "HydroBIOS" "06-11-27" 2006 "11" 27 "N" 0 "NL" -52.85 46.5 0 50 185 "Basins_100-325m" "Cfin" "CI_III" 15.36 768 "06-11-27_46.5_-52.85" 920 768 0.834782608695652 0.27027027027027 2.7948393311746
"344" "06-11-28_42.775_-49.8283333_Cfin_CI_III" "Pepin" "73" "HydroBIOS" "06-11-28" 2006 "11" 28 "D" 12 "NL" -49.8283333 42.775 0 100 1485 "Oceanic_>750m" "Cfin" "CI_III" 0 0 "06-11-28_42.775_-49.8283333" 192 0 0 0.0673400673400673 0
"345" "06-12-03_47_-46.8333333_Cfin_CI_III" "Pepin" "103" "HydroBIOS" "06-12-03" 2006 "12" 3 "D" 4 "NL" -46.8333333 47 0 100 1187 "Oceanic_>750m" "Cfin" "CI_III" 138.24 13824 "06-12-03_47_-46.8333333" 14352 13824 0.963210702341137 0.08424599831508 4.93619906294324
"346" "06-12-04_47_-52.705_Cfin_CI_III" "Pepin" "119" "HydroBIOS" "06-12-04" 2006 "12" 4 "N" 20 "NL" -52.705 47 0 50 182 "Basins_100-325m" "Cfin" "CI_III" 2.88 144 "06-12-04_47_-52.705" 216 144 0.666666666666667 0.274725274725275 1.35583515363518
